index,Time,Open,High,Low,Close,Volume,WeekDay,Close_Open_Difference,Weekend_Difference
760,2009-06-12,1.4106,1.4125,1.3936,1.4015,670321,4,-0.009100000000000108,0.0
761,2009-06-13,0.0,0.0,0.0,0.0,0,5,0.0,-0.0022100000000000453
763,2009-06-15,1.39929,1.40002,1.37484,1.37613,249923,0,-0.023159999999999847,0.0
764,2009-06-16,1.3764,1.39196,1.37607,1.38346,205281,1,0.007059999999999844,0.0
765,2009-06-17,1.38348,1.39699,1.38203,1.39499,203997,2,0.01150999999999991,0.0
766,2009-06-18,1.39505,1.39897,1.38819,1.39099,203866,3,-0.0040599999999999525,0.0
767,2009-06-19,1.39115,1.4012,1.3883,1.3938,323788,4,0.002649999999999819,0.0
768,2009-06-20,0.0,0.0,0.0,0.0,0,5,0.0,0.0008799999999999919
770,2009-06-22,1.39468,1.3955,1.3826,1.38375,575216,0,-0.010929999999999884,0.0
771,2009-06-23,1.38375,1.4108,1.38285,1.408,610599,1,0.024249999999999883,0.0
772,2009-06-24,1.40795,1.4138,1.38875,1.39615,570999,2,-0.011800000000000033,0.0
773,2009-06-25,1.39615,1.40394,1.38885,1.40281,541847,3,0.006659999999999888,0.0
774,2009-06-26,1.40269,1.4118,1.4014,1.4053,442107,4,0.002610000000000001,0.0
775,2009-06-27,0.0,0.0,0.0,0.0,0,5,0.0,0.0007900000000000684
777,2009-06-29,1.40609,1.40988,1.40449,1.4098,479951,0,0.00370999999999988,0.0
778,2009-06-30,1.4098,1.40988,1.4028,1.40313,571587,1,-0.006669999999999954,0.0
779,2009-07-01,1.4028,1.41993,1.39978,1.41266,82276,2,0.00985999999999998,0.0
780,2009-07-02,1.4125,1.41385,1.39256,1.39663,81615,3,-0.01587000000000005,0.0
781,2009-07-03,1.39672,1.40282,1.39584,1.39792,72253,4,0.0012000000000000899,0.0
782,2009-07-04,0.0,0.0,0.0,0.0,0,5,0.0,-0.0020100000000000673
784,2009-07-06,1.39591,1.39977,1.38749,1.39694,89177,0,0.0010300000000000864,0.0
785,2009-07-07,1.39674,1.40497,1.38788,1.39007,81672,1,-0.006670000000000176,0.0
786,2009-07-08,1.39011,1.39391,1.38294,1.38864,81188,2,-0.0014699999999998603,0.0
787,2009-07-09,1.38851,1.40722,1.38825,1.39941,81228,3,0.010900000000000132,0.0
788,2009-07-10,1.39919,1.40033,1.38734,1.39351,72466,4,-0.005679999999999907,0.0
789,2009-07-11,0.0,0.0,0.0,0.0,0,5,0.0,0.00012999999999996348
791,2009-07-13,1.39364,1.40081,1.38942,1.39791,90131,0,0.004269999999999996,0.0
792,2009-07-14,1.39789,1.40136,1.39084,1.39791,80119,1,1.999999999990898e-05,0.0
793,2009-07-15,1.39802,1.41335,1.39688,1.40751,81140,2,0.009489999999999998,0.0
794,2009-07-16,1.40749,1.41648,1.40536,1.41174,80765,3,0.004250000000000087,0.0
795,2009-07-17,1.4116,1.41492,1.40599,1.40986,72383,4,-0.0017400000000000748,0.0
796,2009-07-18,0.0,0.0,0.0,0.0,0,5,0.0,-0.00032999999999994145
798,2009-07-20,1.40953,1.42494,1.40904,1.42054,88735,0,0.011009999999999964,0.0
799,2009-07-21,1.42048,1.4276,1.41601,1.4184,81492,1,-0.0020799999999998597,0.0
800,2009-07-22,1.41857,1.42562,1.41529,1.42221,81847,2,0.0036399999999998656,0.0
801,2009-07-23,1.42232,1.42908,1.41181,1.41468,80809,3,-0.007640000000000091,0.0
802,2009-07-24,1.41429,1.42529,1.41337,1.42006,72704,4,0.005770000000000053,0.0
803,2009-07-25,0.0,0.0,0.0,0.0,0,5,0.0,0.0005100000000000104
805,2009-07-27,1.42057,1.42967,1.41692,1.4232,89103,0,0.00262999999999991,0.0
806,2009-07-28,1.42351,1.43028,1.41277,1.41801,79757,1,-0.00550000000000006,0.0
807,2009-07-29,1.41781,1.41949,1.40043,1.4059,80887,2,-0.011910000000000087,0.0
808,2009-07-30,1.40578,1.4094,1.40124,1.40901,82585,3,0.003230000000000066,0.0
809,2009-07-31,1.40903,1.42796,1.40834,1.42554,72894,4,0.016510000000000025,0.0
810,2009-08-01,0.0,0.0,0.0,0.0,0,5,0.0,-0.0001900000000001345
812,2009-08-03,1.42535,1.44444,1.42025,1.44051,89729,0,0.015160000000000062,0.0
813,2009-08-04,1.44077,1.44295,1.43645,1.44138,81320,1,0.0006099999999999994,0.0
814,2009-08-05,1.44144,1.44469,1.4354,1.44085,80900,2,-0.0005900000000000905,0.0
815,2009-08-06,1.44077,1.44284,1.43261,1.43601,82207,3,-0.0047600000000000975,0.0
816,2009-08-07,1.43602,1.44111,1.41533,1.41804,73145,4,-0.017980000000000107,0.0
817,2009-08-08,0.0,0.0,0.0,0.0,0,5,0.0,0.00024000000000001798
819,2009-08-10,1.41828,1.42177,1.41014,1.41447,90937,0,-0.003810000000000091,0.0
820,2009-08-11,1.41462,1.41849,1.41066,1.41571,82387,1,0.0010900000000000354,0.0
821,2009-08-12,1.41557,1.42463,1.40827,1.42143,80516,2,0.005859999999999976,0.0
822,2009-08-13,1.42155,1.43264,1.42089,1.42893,82382,3,0.007379999999999942,0.0
823,2009-08-14,1.42897,1.43058,1.41561,1.42011,72560,4,-0.00886000000000009,0.0
824,2009-08-15,0.0,0.0,0.0,0.0,0,5,0.0,-0.00038999999999989043
826,2009-08-17,1.41972,1.41972,1.4044,1.41023,89509,0,-0.009489999999999998,0.0
827,2009-08-18,1.41039,1.41529,1.40657,1.41271,76660,1,0.0023199999999998777,0.0
828,2009-08-19,1.41405,1.42656,1.40804,1.42215,76472,2,0.008099999999999996,0.0
829,2009-08-20,1.42184,1.42738,1.41999,1.42411,80933,3,0.0022699999999999942,0.0
830,2009-08-21,1.42399,1.43776,1.42043,1.43247,73815,4,0.008479999999999821,0.0
831,2009-08-22,0.0,0.0,0.0,0.0,0,5,0.0,6.000000000017103e-05
833,2009-08-24,1.43253,1.43572,1.42775,1.42813,90792,0,-0.0044000000000001815,0.0
834,2009-08-25,1.42819,1.43609,1.42496,1.42895,81429,1,0.0007599999999998719,0.0
835,2009-08-26,1.42884,1.43508,1.42026,1.42251,82161,2,-0.006330000000000169,0.0
836,2009-08-27,1.42245,1.44054,1.42157,1.4363,82011,3,0.013849999999999918,0.0
837,2009-08-28,1.43642,1.43884,1.4279,1.43013,73273,4,-0.006290000000000129,0.0
838,2009-08-29,0.0,0.0,0.0,0.0,0,5,0.0,-3.999999999981796e-05
840,2009-08-31,1.43009,1.43685,1.42531,1.43201,90601,0,0.0019199999999999218,0.0
841,2009-09-01,1.43216,1.4378,1.41741,1.41964,81045,1,-0.012520000000000087,0.0
842,2009-09-02,1.4194,1.42937,1.41901,1.42594,81910,2,0.00653999999999999,0.0
843,2009-09-03,1.42567,1.43466,1.42338,1.42505,81855,3,-0.0006200000000000649,0.0
844,2009-09-04,1.4249,1.43252,1.41894,1.42928,72894,4,0.0043800000000000505,0.0
845,2009-09-05,0.0,0.0,0.0,0.0,0,5,0.0,0.00043999999999999595
847,2009-09-07,1.42972,1.4362,1.4295,1.43377,89112,0,0.004049999999999887,0.0
848,2009-09-08,1.43376,1.45351,1.4326,1.45049,81571,1,0.016730000000000134,0.0
849,2009-09-09,1.45056,1.4598,1.44631,1.45527,81282,2,0.004709999999999992,0.0
850,2009-09-10,1.45571,1.46103,1.45007,1.45702,81029,3,0.0013099999999999223,0.0
851,2009-09-11,1.45721,1.46317,1.45527,1.45688,72837,4,-0.00032999999999994145,0.0
852,2009-09-12,0.0,0.0,0.0,0.0,0,5,0.0,-7.00000000000145e-05
854,2009-09-14,1.45681,1.46516,1.45121,1.46263,90371,0,0.005820000000000158,0.0
855,2009-09-15,1.46254,1.4685,1.45597,1.46776,81011,1,0.005220000000000002,0.0
856,2009-09-16,1.46779,1.47353,1.46429,1.47096,80737,2,0.003170000000000117,0.0
857,2009-09-17,1.47097,1.47654,1.46853,1.47237,80441,3,0.0013999999999998458,0.0
858,2009-09-18,1.47245,1.47355,1.46455,1.47084,73040,4,-0.0016100000000001113,0.0
859,2009-09-19,0.0,0.0,0.0,0.0,0,5,0.0,0.00016000000000016001
861,2009-09-21,1.471,1.47121,1.46082,1.46985,90364,0,-0.0011499999999999844,0.0
862,2009-09-22,1.46982,1.48383,1.46969,1.47925,81198,1,0.00943000000000005,0.0
863,2009-09-23,1.47932,1.48421,1.46852,1.475,82024,2,-0.0043199999999998795,0.0
864,2009-09-24,1.47499,1.48026,1.46162,1.4626,81338,3,-0.012390000000000123,0.0
865,2009-09-25,1.46282,1.47234,1.46114,1.46859,71871,4,0.005770000000000053,0.0
866,2009-09-26,0.0,0.0,0.0,0.0,0,5,0.0,0.0010099999999999554
868,2009-09-28,1.4696,1.47197,1.45593,1.45926,88868,0,-0.010340000000000016,0.0
869,2009-09-29,1.45926,1.46455,1.45246,1.45981,81138,1,0.0005500000000000504,0.0
870,2009-09-30,1.45983,1.46728,1.45723,1.46502,80701,2,0.005190000000000028,0.0
871,2009-10-01,1.46471,1.46514,1.45021,1.45141,80623,3,-0.013299999999999867,0.0
872,2009-10-02,1.45141,1.46467,1.44792,1.45743,72388,4,0.006019999999999914,0.0
873,2009-10-03,0.0,0.0,0.0,0.0,0,5,0.0,0.00029999999999996696
875,2009-10-05,1.45773,1.46685,1.45772,1.46593,89829,0,0.008199999999999985,0.0
876,2009-10-06,1.46582,1.47612,1.46569,1.47011,81390,1,0.004290000000000127,0.0
877,2009-10-07,1.47005,1.47371,1.4648,1.47207,81942,2,0.0020199999999999108,0.0
878,2009-10-08,1.47202,1.4816,1.47171,1.47636,80560,3,0.0043399999999997885,0.0
879,2009-10-09,1.4764,1.47759,1.46721,1.4729,73125,4,-0.0034999999999998366,0.0
880,2009-10-10,0.0,0.0,0.0,0.0,0,5,0.0,-0.000500000000000167
882,2009-10-12,1.4724,1.48127,1.46751,1.47757,89777,0,0.005170000000000119,0.0
883,2009-10-13,1.47732,1.48756,1.47575,1.48431,82417,1,0.006990000000000052,0.0
884,2009-10-14,1.48422,1.49486,1.48371,1.49468,80662,2,0.010459999999999914,0.0
885,2009-10-15,1.49479,1.49687,1.48412,1.49639,81927,3,0.0016000000000000458,0.0
886,2009-10-16,1.49627,1.4966,1.48463,1.49032,72964,4,-0.0059499999999999,0.0
887,2009-10-17,0.0,0.0,0.0,0.0,0,5,0.0,0.00014999999999987246
889,2009-10-19,1.49047,1.49801,1.48301,1.49728,89265,0,0.006809999999999983,0.0
890,2009-10-20,1.49728,1.4994,1.48806,1.49234,79123,1,-0.0049399999999999444,0.0
891,2009-10-21,1.49226,1.50456,1.48846,1.50192,79682,2,0.009660000000000002,0.0
892,2009-10-22,1.50191,1.5059,1.49413,1.50305,80638,3,0.0011399999999999189,0.0
893,2009-10-23,1.50306,1.50506,1.4983,1.50057,71051,4,-0.0024900000000001032,0.0
894,2009-10-24,0.0,0.0,0.0,0.0,0,5,0.0,-0.0012300000000000644
896,2009-10-26,1.49934,1.506,1.4842,1.48641,88720,0,-0.012929999999999886,0.0
897,2009-10-27,1.4864,1.4926,1.4766,1.47997,79198,1,-0.006429999999999936,0.0
898,2009-10-28,1.48,1.48405,1.46836,1.46997,79499,2,-0.010029999999999983,0.0
899,2009-10-29,1.46992,1.48582,1.46914,1.4828,80703,3,0.012880000000000003,0.0
900,2009-10-30,1.48268,1.48585,1.47003,1.47204,71495,4,-0.010639999999999983,0.0
901,2009-10-31,0.0,0.0,0.0,0.0,0,5,0.0,-0.0005299999999999194
903,2009-11-02,1.47151,1.48445,1.46814,1.47952,84870,0,0.00800999999999985,0.0
904,2009-11-03,1.47957,1.48069,1.46235,1.47143,79819,1,-0.008140000000000036,0.0
905,2009-11-04,1.47174,1.49069,1.4707,1.48383,80169,2,0.012089999999999934,0.0
906,2009-11-05,1.48387,1.49166,1.48067,1.48616,80586,3,0.0022899999999999032,0.0
907,2009-11-06,1.48612,1.49138,1.48102,1.48454,74670,4,-0.0015800000000001369,0.0
908,2009-11-07,0.0,0.0,0.0,0.0,0,5,0.0,0.003390000000000004
910,2009-11-09,1.48793,1.50197,1.485,1.49871,84820,0,0.010780000000000012,0.0
911,2009-11-10,1.49856,1.50206,1.49357,1.50031,80303,1,0.0017500000000001403,0.0
912,2009-11-11,1.50029,1.50495,1.49498,1.5009,79481,2,0.0006099999999999994,0.0
913,2009-11-12,1.50092,1.50149,1.48201,1.48649,79447,3,-0.014429999999999943,0.0
914,2009-11-13,1.48634,1.4935,1.48231,1.48991,74684,4,0.003570000000000073,0.0
915,2009-11-14,0.0,0.0,0.0,0.0,0,5,0.0,0.0017300000000000093
917,2009-11-16,1.49164,1.50148,1.48805,1.49791,86046,0,0.006269999999999998,0.0
918,2009-11-17,1.49785,1.49843,1.48048,1.48845,79462,1,-0.009399999999999853,0.0
919,2009-11-18,1.4883,1.49896,1.48661,1.49461,79465,2,0.006310000000000038,0.0
920,2009-11-19,1.4945,1.49503,1.48395,1.49144,80183,3,-0.0030599999999998406,0.0
921,2009-11-20,1.49118,1.49347,1.47998,1.48595,74797,4,-0.005229999999999846,0.0
922,2009-11-21,0.0,0.0,0.0,0.0,0,5,0.0,-0.00043999999999999595
924,2009-11-23,1.48551,1.49977,1.48313,1.49458,84930,0,0.009069999999999911,0.0
925,2009-11-24,1.49445,1.49887,1.48859,1.49612,79095,1,0.0016699999999998383,0.0
926,2009-11-25,1.49614,1.51441,1.49598,1.5124,79318,2,0.01625999999999994,0.0
927,2009-11-26,1.51227,1.51381,1.49404,1.49598,79366,3,-0.016289999999999916,0.0
928,2009-11-27,1.49594,1.49893,1.48264,1.49853,74403,4,0.00258999999999987,0.0
